original_material_code,cpse,source_system,original_description,material_type,material_group,commodity_class,material,material_grade,standard,nominal_size,size_unit,pressure_class,pressure_unit,schedule,thickness,thickness_unit,voltage,voltage_unit,temperature_rating,temperature_unit,thread_type,face_type,connection_type,outer_diameter,outer_diameter_unit,cross_section,cross_section_unit,cores,length,length_unit,weight,weight_unit,manufacturer,manufacturer_part_number,canonical_uom,criticality,source_type,source_record_id,source_file,source_row,ingestion_timestamp,processing_version
,,iocl.com,Benchtop Automatic Rotary Evaporation System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,REAL_PUBLIC_SOURCE,M000087,cpse_material_corpus.csv,86,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Benzene hydrogenation catalyst for ISOM unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT,,REAL_PUBLIC_SOURCE,M000088,cpse_material_corpus.csv,87,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Biodiesel-Analyser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,REAL_PUBLIC_SOURCE,M000089,cpse_material_corpus.csv,88,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Biomass Shredder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,REAL_PUBLIC_SOURCE,M000090,cpse_material_corpus.csv,89,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Biomass gasification based hydrogen production demo plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,REAL_PUBLIC_SOURCE,M000091,cpse_material_corpus.csv,90,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Bottom mounted constant spring support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nos,,REAL_PUBLIC_SOURCE,M000092,cpse_material_corpus.csv,91,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Bulk (Pipe/Fittings/Flanges/Valve),,,Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOT,,REAL_PUBLIC_SOURCE,M000093,cpse_material_corpus.csv,92,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Bulk(Pipe/Fittings/Flanges/Va lve),,,Pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOT,,REAL_PUBLIC_SOURCE,M000094,cpse_material_corpus.csv,93,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Bulk(Pipe/Fittings/Flanges/Valve),,,Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOT,,REAL_PUBLIC_SOURCE,M000095,cpse_material_corpus.csv,94,2026-09-19T00:42:48.205395,1.0
,,iocl.com,Burner for Process heaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Set,,REAL_PUBLIC_SOURCE,M000096,cpse_material_corpus.csv,95,2026-09-19T00:42:48.205395,1.0
